Created_time,URL,Name,Category,Price,Address,Date,OlxDelivery,Is_promoted,Author_from_data,Views,Auth_rating,Photos_number,Description
2021-12-19 17:25:51.020241,https://www.olx.ua/d/obyavlenie/novyy-chehol-iphone-11-IDNFOxW.html?sd=1#2827a068e5,Новый Чехол IPhone 11,Телефоны и аксессуары » Аксессуары для телефонов,60,Плюты,2021-12-19 16:51:38.878340,True,False,февраль 2015 г.,24,нет ни одного отзыва,4,"Абсолютно новый чехол для Phone 11 на телефон не разу не одевался! 
Продажа при встречи или отправка новой почтой или укр почтой!"
2021-12-19 17:26:03.133771,https://www.olx.ua/d/obyavlenie/iphone-11-pro-max-64-gold-neverlock-garantiya-6-mesyatsev-magazin-IDLHcq2.html?sd=1#2827a068e5,Iphone 11 pro Max 64 Gold neverlock Гарантия 6 месяцев Магазин,Телефоны и аксессуары » Мобильные телефоны / смартфоны,20990,"Харьков, Киевский",2021-12-19 16:50:51.020701,True,False,ноябрь 2014 г.,433,Хорошо,7,"Магазин Apple House Kharkov

Наш Инстаграм : apple_house_kh

IPhone 11 Pro Max 64 gold Neverlock 
Работает со всеми операторами 
Не реф . Не восстановленный 
Состояние идеал 10/10
Батарея 100%
Без следов эксплуатации.
Подойдёт на подарок 
Гарантия 6 месяцев

Комплект: коробка , шнур, блок, скрепка.

Наш адрес:
Метро героев труда, ТЦ КОСМОС (возле клуба Компас)
3-й этаж потэскалатору
Звоните и бронируйте 09*********48"
2021-12-19 17:26:05.982043,https://www.olx.ua/d/obyavlenie/iphone-11-pro-64-silver-neverlock-garantiya-do-12-mes-maga-IDLNhd1.html?sd=1#2827a068e5,IPhone 11 Pro 64 silver Neverlock Гарантия до 12 мес Мага,Телефоны и аксессуары » Мобильные телефоны / смартфоны,17490,"Харьков, Киевский",2021-12-19 16:50:03.134229,True,False,ноябрь 2014 г.,1619,Хорошо,4,"Магазин APPLE HOUSE 

Наш Инстаграм : apple_house_kh 

Наш адрес: 
Метро героев труда, ТЦ Космос, 2-й этаж по эскалатору. 

Lot#000396
IPhone 11 pro 64 silver Neverlock  
Работает со всеми операторами. 
Состояние Идеал .
Царапин и сколов НЕТ!
Батарейка: 95

Качество+Цена
Отправки НП
Быстрая связь с магазином

Фирменный сервис
Лучшие цены
Цена+качество



Комплект: коробка оригинал, шнур , блок, скрепка. 

Гарантия от Магазина 6 месяцев 
(Можно увеличить до 12 месяцев) 

У нас большой выбор защитных стёкол и чехлов на Ваш телефон. 

Звоните 09******48 
Всем хороших покупоyрк!"
2021-12-19 17:26:15.010224,https://www.olx.ua/d/obyavlenie/iphone-11-pro-64-silver-neverlock-magazin-apple-house-IDMf6RM.html?sd=1#2827a068e5;promoted,IPhone 11 Pro 64 Silver Neverlock магазин Apple House,Телефоны и аксессуары » Мобильные телефоны / смартфоны,17200,"Харьков, Киевский",2021-12-19 16:48:05.982527,True,True,ноябрь 2014 г.,685,Хорошо,3,"Магазин APPLE HOUSE 

Наш Инстаграм : apple_house_kh 

Наш адрес: 
Метро героев труда, ТЦ Космос, 2-й этаж по эскалатору. 

Lot#002116

IPhone 11 Pro 64 Silver Neverlock  
Работает со всеми операторами. 
Состояние Идеал .
Царапин и сколов НЕТ!
Батарейка:в идеале 

Качество+Цена
Отправки НП
Фирменный сервис




Комплект: коробка оригинал, шнур , блок, скрепка. 

Гарантия от Магазина 6 месяцев 
(Можно увеличить до 12 месяцев) 

У нас большой выбор защитных стёкол и чехлов на Ваш телефон. 

Звоните 09******48 
Всем хороших покупок"
2021-12-19 17:26:19.138704,https://www.olx.ua/d/obyavlenie/chegol-na-iphone-ayfon-11-pro-max-IDJdaft.html?sd=1#2827a068e5,Чегол на Iphone Айфон 11 pro max,Телефоны и аксессуары » Аксессуары для телефонов,50,"Днепр, Соборный",2021-12-19 16:48:15.010673,True,False,июнь 2015 г.,305,Хорошо,3,"Чехол новый ,только распакованный ,не носился.цвет светло розовый"
2021-12-19 17:26:56.592999,https://www.olx.ua/d/obyavlenie/iphone-11-64-128-purple-neverlock-magazin-garantiya-6mes-apple-house-IDMO4le.html?sd=1#2827a068e5;promoted,iPhone 11 64 / 128 purple neverlock магазин Гарантия 6мес Apple House,Телефоны и аксессуары » Мобильные телефоны / смартфоны,14500,"Харьков, Киевский",2021-12-19 16:48:39.158689,True,True,ноябрь 2014 г.,700,Хорошо,6,"Магазин AppleHouse Kharkov
Instagram: apple_house_kh

В продаже :
Лот : 00033786
IPhone 11 64 purple (есть также RED)
Neverlock - работает со всеми операторами.
Состояние отличное, на фото видно.
Не реф . Не разбирался.
Аккумулятор в норме 
Комплект: коробка, шнур и блок.
Цена указана от минимальной

Официальная гарантия от нашего Магазина 6 месяцев.

Наш адрес :
Метро героев труда , ТЦ Космос (возле клуба компас)
2-й этаж по эскалатору 
С 10:00 до 20:00
Ежедневно . Звоните и бронируйте"
2021-12-19 17:26:59.712343,https://www.olx.ua/d/obyavlenie/iphone-11-pro-max-64-256-midnight-green-neverlock-garantiya-6-mes-IDMfFMV.html?sd=1#2827a068e5;promoted,Iphone 11 pro max 64 256 midnight green Neverlock Гарантия 6 мес,Телефоны и аксессуары » Мобильные телефоны / смартфоны,20490,"Харьков, Киевский",2021-12-19 16:48:56.593455,True,True,ноябрь 2014 г.,758,Хорошо,7,"Магазин Apple House
Instagram: apple_house_kh

iPhone 11 Pro Max 64 midnight green 
Neverlock 
Состояние 10/10
Батарея 98%
Комплект : без наушников 
Гарантия 6 месяцев 

Подойдёт на подарок.

Наш адрес:
Метро героев труда 
ТЦ КОСМОС , 2й этаж по эскалатору 
Apple House

С 10:00 до 20:00"
2021-12-19 17:27:23.773665,https://www.olx.ua/d/obyavlenie/iphone-11-64-white-ayfon-11-64-belyy-IDNFOnQ.html?sd=1#2827a068e5,iPhone  11 / 64 white Айфон 11 / 64 белый,Телефоны и аксессуары » Мобильные телефоны / смартфоны,12500,"Киев, Днепровский",2021-12-19 16:46:14.725907,True,False,май 2019 г.,34,нет ни одного отзыва,5,"iPhone 11/64 white

(6.1"", IPS (Liquid Retina HD), 1792x828)/ Apple A13 Bionic/ основная двойная камера: 12 Мп + 12 Мп, фронтальная камера: 12 Мп/ RAM 4 ГБ/ 64/ ГБ встроенной памяти/ 3G/ LTE/ GPS/ ГЛОНАСС/ Nano-SIM/ iOS 13/ Neverlock

Не полный заводский комплект:
Коробка,Блочок,Документы,Скрепка,Наушники. Нет кабеля

Идеально состояние.
Стекло с первого дня.
Как новый.
Не тонул ,не ронялся,не был в ремонте.
 3 чехла в подарок."
2021-12-19 17:27:31.428886,https://www.olx.ua/d/obyavlenie/chehol-iphone-ayfon-11-pro-IDJdasM.html?sd=1#2827a068e5,Чехол Iphone Айфон 11 pro,Телефоны и аксессуары » Аксессуары для телефонов,50,"Днепр, Соборный",2021-12-19 16:46:23.774357,True,False,июнь 2015 г.,477,Хорошо,3,Новый эффектный чехол на айфон 11 про
2021-12-19 17:27:50.974608,https://www.olx.ua/d/obyavlenie/iphone-11-pro-max-64-segodnya-mogu-otdat-za-13500-tok-samovyvoz-IDNFJ9i.html?sd=1#2827a068e5;promoted,IPhone 11 pro max 64 сегодня могу отдать за 13500 ток самовывоз,Телефоны и аксессуары » Мобильные телефоны / смартфоны,13500,"Киев, Печерский",2021-12-19 16:42:41.438076,True,True,май 2018 г.,22,нет ни одного отзыва,6,"ОТДАМ ЗА 13500 ТОЛЬКО СЕГОДНЯ ТАК КАК ЗАВТА УЕЗЖАЮ НА НГ В ДРУГУЮ СТРАНУ, ТОЛЬКО В КИЕВЕ 
Внешнее состояния 9.5 /10 батарея 87 
По работе есть нюанс, что-то со шлейфом дисплея, проходил с ним 8 месяцев покупал в магазине на Хрещатике r-sim сделан как неверлок под любого оператора, до полного сброса, в данный момент все сбросил и настроен как неверлок. Касательно экрана, появляется какая-то точка на экране и исчезает , появилось не давно , носил в сервис сказали что дисплей норм все оригинально, ток что о со шлейфом, делад не стал, потому такая цена
ПРОДАЮ С УЧЁТОМ ВСЕХ НЮАНСОВ, ВНЕШНЕ ТЕЛЕФОН БОЛЕЕ ЧЕМ, ПО РАБОТЕ ТОЖЕ ХОРОШО РАЗВЕ Шлейф
продаю личный телефон которым сам пользовался 
продаю по причине перехода на 13"
2021-12-19 17:27:56.421712,https://www.olx.ua/d/obyavlenie/chehol-dlya-iphone-11-pro-max-IDNmPKv.html?sd=1#2827a068e5,Чехол для Iphone 11 pro max,Телефоны и аксессуары » Аксессуары для телефонов,160,"Киев, Печерский",2021-12-19 16:39:50.975071,True,False,февраль 2016 г.,51,нет ни одного отзыва,3,Новый Прозрачный силиконовый чехол с белым ремешком на iPhone 11 Pro Max
2021-12-19 17:28:00.225254,https://www.olx.ua/d/obyavlenie/iphone-11-na-128-gb-IDNFO3c.html?sd=1#2827a068e5,Iphone 11 на 128 gb.,Телефоны и аксессуары » Мобильные телефоны / смартфоны,25000,"Донецк, Калининский",2021-12-19 16:37:56.422163,True,False,сентябрь 2020 г.,нет просмотров,нет ни одного отзыва,6,"Продам iPhone 11 128gb полной комплектации. 
Состояние идеальное,без сколов,экран не менялся
Наклеена гидрогелевая пленка,всегда носился в чехле. 
Состояние аккумулятора 91%
Чехлы в подарок 
55.990₽ уместен торг .
Обращаться по всем вопросам с лс. 
https://vk.com/e620w"
2021-12-19 17:28:04.951579,https://www.olx.ua/d/obyavlenie/iphone-11-128-gb-green-v-ideale-neverlock-IDNEmCC.html?sd=1#2827a068e5;promoted,iPhone 11 128 gb green в идеале neverlock,Телефоны и аксессуары » Мобильные телефоны / смартфоны,14700,"Киев, Днепровский",2021-12-19 16:37:00.225772,True,True,июнь 2017 г.,99,нет ни одного отзыва,7,"Продам iPhone 11 128 gb оригинал
Приобретался в мае 2020. Использовался в чехле, но без стекла. Не роняла, в ремонте не был, ничего не заменялось и не вскрывалось. Никаких нареканий и проблем в работе девайса нету. iCloud уже вылогинен.

Состояние: корпус без повреждений, есть мелкие царапины на стекле от сережек (выделила на фото)
Емкость батареи: 90%

Комплект: коробка, блок, кабель, наушники, чехол (если нужен)
Причина продажи: переход на Android

Внимание! 
- Продажа ТОЛЬКО через OLX доставку
-  Сообщения только на OLX"
2021-12-19 17:28:07.677052,https://www.olx.ua/d/obyavlenie/iphone-11-pro-max-64-256-512-gb-rozstrochka-pd-0-obmn-garantya-IDL8qRE.html?sd=1#2827a068e5;promoted,iPhone 11 Pro Max 64  256  512 Gb  РОЗСТРОЧКА під 0%  Обмін Гарантія,Телефоны и аксессуары » Мобильные телефоны / смартфоны,19700,Черновцы,2021-12-19 16:37:04.952063,True,True,октябрь 2019 г.,,нет ни одного отзыва,5,"Акційна ціна на: 
iPhone 11 Pro Max 64Gb - від 750$
iPhone 11 Pro Max 256 Gb - від 850$

Є в Наявності у Всіх кольорах за ціною Від 750$)
Та на всі види памяті 64Gb, 256 Gb та 512 Gb
Офіційна гарантія від магазину!

-Можливий обмін на Ваш телефон з доплатою!
-Можлива розстрочка під 0%

Вся техніка Apple у нас перевірена, офіційна, без прихованих нюансів, та не потребує ніяких додаткових налаштувань чи розблокувань!

Є в Наявності в наших магазинах.
Можлива відправка Новою поштою!

Якщо Вас цікавлять інші моделі, обовязково пишіть або телефонуйте і ми Вас проконсультуємо! 
———————————————————
instagram: iPont.cv
Telegram/Viber - 09*********81
м.Чернівці 
Вул . Кобилянська 19 
вул. Небесної Сотні 1А

За кожну покупку даруємо карту клієнта та нараховуємо Кешбек)

———————————————————
В наявності Нові та вживані iPhone
А також безліч Аксесуарів для них)"
2021-12-19 17:28:10.322130,https://www.olx.ua/d/obyavlenie/rabochie-iphone-11-pro-IDNELdQ.html?sd=1#2827a068e5;promoted,Рабочие iPhone 11 pro,Телефоны и аксессуары » Мобильные телефоны / смартфоны,14000,"Запорожье, Днепровский",2021-12-19 16:36:07.678864,True,True,апрель 2021 г.,298,Удовлетворительно,8,"Цена указана за iPhone 11 pro 64 gb оптовая (розницу уточняйте)

Поддержка стандартов связи: 4G/LTE; 3G/UMTS 850*******00/2100/1900 МГц; GSM 850*******00/1900 МГц
Размеры: 144х71,4х8,1 мм / 158х77,8х8,1 мм
Вес: 188 г / 226 г
Платформа: iOS 13
Процессор: A13 Bionic, Система Neural Engine 3‑го поколения
Дисплей: 5,8-дюймовый / 6,5-дюймовый; Super Retina XDR (OLED); разрешением 2436×1125 / 2688×1242 пикселей
Тройная основная камера: 12 МП, сверхширокоугольная (120°), ƒ/2.4, двойная оптическая стабилизация изображения + 12 МП, ƒ/1.8 + 12 МП (телефото), ƒ/2.0, двойная оптическая стабилизация изображения, Двукратный оптический зум; Следящий автофокус; Вспышка True Tone; поддержка 4К видеосъёмки
Камера TrueDepth: 12 МП, ƒ/2.2; поддержка 4К видеосъёмки; Распознавание лица
Память: 64/256/512 Гб встроенной
Коммуникации: Wi‑Fi 802.11ax (Wi‑Fi 6) с технологией MIMO 2×2; Bluetooth 5.0; NFC с поддержкой режима считывания; GPS/ГЛОНАСС; вывод видео (1080p, через цифровой AV‑адаптер Lightning или адаптер Lightning/VGA)
Аккумулятор: встроенный, быстрая зарядка (18 Вт, в комплекте); Беспроводная зарядка (поддерживаются зарядные устройства стандарта Qi)
Прочее: Защита от попадания воды и пыли (IP68); Dolby Vision, HDR10; Акселерометр, Гироскоп, Барометр, Датчики приближения и освещения, Электронный компас"
2021-12-19 17:28:16.323456,https://www.olx.ua/d/obyavlenie/prodam-iphone-11-pro-64-gb-neverlok-midnight-green-IDNDn7k.html?sd=1#2827a068e5;promoted,Продам  iPhone 11 pro 64 GB  Неверлок  Midnight Green,Телефоны и аксессуары » Мобильные телефоны / смартфоны,16000,"Киев, Шевченковский",2021-12-19 16:36:10.322700,True,True,декабрь 2021 г.,179,нет ни одного отзыва,8,"Продам свой Продам iPhone 11 pro 64 GB, Неверлок, Midnight Green
Идеальное состояние, всегда в чехле и наклеенным стеклом.
Не одного скола и царапины
на фото на экране трещина, это испортилось стекло экран в идеальном состоянии
Покупался в eStore в Киеве 19.11.2019  Есть чеки.
Внешнее и техническое состояние 10 из 10 
состояние аккумулятора 81%
Полный комплект:
Iphone
зарядка
наушники
Коробка
Бумаги
Чек
В подарок отдам  оригинальный пластиковый чехол.

Повторюсь на телефоне не единой царапины, не когда не был в ремонте.
Продажа при личной встречи в Киеве или OLX ДОСТАВКОЙ."
2021-12-19 17:28:22.646667,https://www.olx.ua/d/obyavlenie/chohli-na-iphone-11-IDMmgya.html?sd=1#2827a068e5,Чохли на Iphone 11,Телефоны и аксессуары » Аксессуары для телефонов,180,Вишневое,2021-12-19 16:34:16.324223,True,False,июль 2018 г.,42,Отлично,2,"Продам чохли в зв‘язку зі зміною моделі телефону, в ідеальному стані, носились декілька разів."
2021-12-19 17:28:28.957609,https://www.olx.ua/d/obyavlenie/iphone-11-pro-64gb-space-gray-IDNFNWB.html?sd=1#2827a068e5;promoted,IPhone 11 Pro 64Gb Space Gray,Телефоны и аксессуары » Мобильные телефоны / смартфоны,16500,"Львов, Галицкий",2021-12-19 16:34:22.647176,True,True,октябрь 2013 г.,19,нет ни одного отзыва,6,"На продаж IPhone 11Pro 64 Space Gray, бережне користування, практично в ідеалі, з першого дня під склом з двох сторін. Стан батареї 83%, працює стабільно. Купувався новим 2 роки тому. Комплект все оригінал, кабель новий, навушники нові, бочок бу, чохол бу та чохол батарея бу. Продаж по причині купівлі нового."
2021-12-19 17:28:35.054099,https://www.olx.ua/d/obyavlenie/chehol-pelican-dlya-iphone-11-pro-bronechehol-IDNFNQs.html?sd=1#2827a068e5,Чехол Pelican для iphone 11 pro  бронечехол.,Телефоны и аксессуары » Аксессуары для телефонов,900,"Запорожье, Вознесеновский",2021-12-19 16:32:28.958074,True,False,февраль 2015 г.,16,Отлично,4,"В представлении не нуждается. С таким и на войну и хоть куда. Бу косметическое. От пеликана гарантия пожизненная, если кто не в курсе.
Комплектация с фиксатором на обмундирование, может быть как подставка.

Всегда на связи, звоните, пишите, на все вопросы отвечу. Смотрите другие объявления."
2021-12-19 17:28:39.070833,https://www.olx.ua/d/obyavlenie/apple-iphone-11-128gb-black-IDNoILv.html?sd=1#2827a068e5;promoted,Apple iPhone 11 128gb Black,Телефоны и аксессуары » Мобильные телефоны / смартфоны,16900,"Николаев, Центральный",2021-12-19 16:30:35.054796,True,True,ноябрь 2013 г.,438,Удовлетворительно,7,"В комплекте зарядное устройство 

Face ID работает!

Акб  91%

Гарантия 30 дней + чек о покупке!

Телефон Newerlock работает с любой сим картой мира

Без iCloud

Есть вариант рассрочки 3/5/10 месяцев

По любым вопросам звоните или пишите.

В нашем магазине New Device по адресу проспект Центральный 86, 
можно купить как новую так и б/у технику Apple"
2021-12-19 17:28:46.673247,https://www.olx.ua/d/obyavlenie/chehol-dlya-iphone-11-ayfon-11-IDMuIx1.html?sd=1#2827a068e5,Чехол для iphone 11/айфон 11,Телефоны и аксессуары » Аксессуары для телефонов,50,Бражники,2021-12-19 16:29:39.071287,True,False,октябрь 2018 г.,517,нет ни одного отзыва,4,"Достались при покупке телефона не носил ни разу 
1 чехол 50грн
Если возьмёте все сразу за 300отдам"
2021-12-19 17:29:02.561478,https://www.olx.ua/d/obyavlenie/rabochie-iphone-11-pro-IDNELdQ.html?sd=1#e5b00b08f1;promoted,Рабочие iPhone 11 pro,Телефоны и аксессуары » Мобильные телефоны / смартфоны,14000,"Запорожье, Днепровский",2021-12-19 16:36:47.109735,True,True,апрель 2021 г.,299,Удовлетворительно,8,"Цена указана за iPhone 11 pro 64 gb оптовая (розницу уточняйте)

Поддержка стандартов связи: 4G/LTE; 3G/UMTS 850*******00/2100/1900 МГц; GSM 850*******00/1900 МГц
Размеры: 144х71,4х8,1 мм / 158х77,8х8,1 мм
Вес: 188 г / 226 г
Платформа: iOS 13
Процессор: A13 Bionic, Система Neural Engine 3‑го поколения
Дисплей: 5,8-дюймовый / 6,5-дюймовый; Super Retina XDR (OLED); разрешением 2436×1125 / 2688×1242 пикселей
Тройная основная камера: 12 МП, сверхширокоугольная (120°), ƒ/2.4, двойная оптическая стабилизация изображения + 12 МП, ƒ/1.8 + 12 МП (телефото), ƒ/2.0, двойная оптическая стабилизация изображения, Двукратный оптический зум; Следящий автофокус; Вспышка True Tone; поддержка 4К видеосъёмки
Камера TrueDepth: 12 МП, ƒ/2.2; поддержка 4К видеосъёмки; Распознавание лица
Память: 64/256/512 Гб встроенной
Коммуникации: Wi‑Fi 802.11ax (Wi‑Fi 6) с технологией MIMO 2×2; Bluetooth 5.0; NFC с поддержкой режима считывания; GPS/ГЛОНАСС; вывод видео (1080p, через цифровой AV‑адаптер Lightning или адаптер Lightning/VGA)
Аккумулятор: встроенный, быстрая зарядка (18 Вт, в комплекте); Беспроводная зарядка (поддерживаются зарядные устройства стандарта Qi)
Прочее: Защита от попадания воды и пыли (IP68); Dolby Vision, HDR10; Акселерометр, Гироскоп, Барометр, Датчики приближения и освещения, Электронный компас"
2021-12-19 17:29:06.587654,https://www.olx.ua/d/obyavlenie/prodam-iphone-11-pro-64-gb-neverlok-midnight-green-IDNDn7k.html?sd=1#e5b00b08f1;promoted,Продам  iPhone 11 pro 64 GB  Неверлок  Midnight Green,Телефоны и аксессуары » Мобильные телефоны / смартфоны,16000,"Киев, Шевченковский",2021-12-19 16:36:02.562006,True,True,декабрь 2021 г.,,нет ни одного отзыва,8,"Продам свой Продам iPhone 11 pro 64 GB, Неверлок, Midnight Green
Идеальное состояние, всегда в чехле и наклеенным стеклом.
Не одного скола и царапины
на фото на экране трещина, это испортилось стекло экран в идеальном состоянии
Покупался в eStore в Киеве 19.11.2019  Есть чеки.
Внешнее и техническое состояние 10 из 10 
состояние аккумулятора 81%
Полный комплект:
Iphone
зарядка
наушники
Коробка
Бумаги
Чек
В подарок отдам  оригинальный пластиковый чехол.

Повторюсь на телефоне не единой царапины, не когда не был в ремонте.
Продажа при личной встречи в Киеве или OLX ДОСТАВКОЙ."
2021-12-19 17:29:14.645263,https://www.olx.ua/d/obyavlenie/chohli-na-iphone-11-IDMmgya.html?sd=1#e5b00b08f1,Чохли на Iphone 11,Телефоны и аксессуары » Аксессуары для телефонов,180,Вишневое,2021-12-19 16:34:06.588241,True,False,июль 2018 г.,43,Отлично,2,"Продам чохли в зв‘язку зі зміною моделі телефону, в ідеальному стані, носились декілька разів."
2021-12-19 17:29:18.271034,https://www.olx.ua/d/obyavlenie/iphone-11-pro-64gb-space-gray-IDNFNWB.html?sd=1#e5b00b08f1;promoted,IPhone 11 Pro 64Gb Space Gray,Телефоны и аксессуары » Мобильные телефоны / смартфоны,16500,"Львов, Галицкий",2021-12-19 16:34:14.645731,True,True,октябрь 2013 г.,20,нет ни одного отзыва,6,"На продаж IPhone 11Pro 64 Space Gray, бережне користування, практично в ідеалі, з першого дня під склом з двох сторін. Стан батареї 83%, працює стабільно. Купувався новим 2 роки тому. Комплект все оригінал, кабель новий, навушники нові, бочок бу, чохол бу та чохол батарея бу. Продаж по причині купівлі нового."
2021-12-19 17:29:23.242064,https://www.olx.ua/d/obyavlenie/chehol-pelican-dlya-iphone-11-pro-bronechehol-IDNFNQs.html?sd=1#e5b00b08f1,Чехол Pelican для iphone 11 pro  бронечехол.,Телефоны и аксессуары » Аксессуары для телефонов,900,"Запорожье, Вознесеновский",2021-12-19 16:32:18.271503,True,False,февраль 2015 г.,нет просмотров,нет ни одного отзыва,4,"В представлении не нуждается. С таким и на войну и хоть куда. Бу косметическое. От пеликана гарантия пожизненная, если кто не в курсе.
Комплектация с фиксатором на обмундирование, может быть как подставка.

Всегда на связи, звоните, пишите, на все вопросы отвечу. Смотрите другие объявления."
